time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,open,high,low,close,yesterday_settlementprice,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-09 21:30:00,p2401-P-7200,p2401-P-7200,573.5,0.0,0.0,0.0,573.5,573.5,573.5,573.5,573.5,573.5,573.5,573.5,573.5,0.0,0.0,1
2023-05-09 22:00:00,p2401-P-7200,p2401-P-7200,573.5,0.0,0.0,0.0,573.5,573.5,573.5,573.5,573.5,573.5,573.5,573.5,573.5,0.0,0.0,1
2023-05-09 22:30:00,p2401-P-7200,p2401-P-7200,573.5,0.0,0.0,0.0,573.5,573.5,573.5,573.5,573.5,573.5,573.5,573.5,573.5,0.0,0.0,1
2023-05-09 23:00:00,p2401-P-7200,p2401-P-7200,573.5,0.0,0.0,0.0,573.5,573.5,573.5,573.5,573.5,573.5,573.5,573.5,573.5,0.0,0.0,1
2023-05-10 09:30:00,p2401-P-7200,p2401-P-7200,573.5,0.0,0.0,0.0,573.5,573.5,573.5,573.5,573.5,573.5,573.5,573.5,573.5,0.0,0.0,1
2023-05-10 10:00:00,p2401-P-7200,p2401-P-7200,577.5,1.0,5775.0,1.0,577.5,577.5,577.5,573.5,573.5,573.5,577.5,577.5,577.5,1.0,5775.0,2
2023-05-10 10:45:00,p2401-P-7200,p2401-P-7200,577.5,0.0,0.0,0.0,577.5,577.5,577.5,577.5,573.5,573.5,577.5,577.5,577.5,1.0,5775.0,2
2023-05-10 11:15:00,p2401-P-7200,p2401-P-7200,577.5,0.0,0.0,0.0,577.5,577.5,577.5,577.5,573.5,573.5,577.5,577.5,577.5,1.0,5775.0,2
2023-05-10 13:45:00,p2401-P-7200,p2401-P-7200,577.5,0.0,0.0,0.0,577.5,577.5,577.5,577.5,573.5,573.5,577.5,577.5,577.5,1.0,5775.0,2
2023-05-10 14:15:00,p2401-P-7200,p2401-P-7200,577.5,0.0,0.0,0.0,577.5,577.5,577.5,577.5,573.5,573.5,577.5,577.5,577.5,1.0,5775.0,2
2023-05-10 14:45:00,p2401-P-7200,p2401-P-7200,577.5,0.0,0.0,0.0,577.5,577.5,577.5,577.5,573.5,573.5,577.5,577.5,577.5,1.0,5775.0,2
2023-05-10 15:00:00,p2401-P-7200,p2401-P-7200,577.5,0.0,0.0,0.0,577.5,577.5,577.5,577.5,573.5,573.5,577.5,577.5,577.5,1.0,5775.0,2
