time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,open,high,low,close,yesterday_settlementprice,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-09 21:30:00,y2403-C-8900,y2403-C-8900,120.0,1.0,1200.0,1.0,120.0,120.0,120.0,137.0,137.0,137.0,120.0,120.0,120.0,1.0,1200.0,2
2023-05-09 22:00:00,y2403-C-8900,y2403-C-8900,120.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,137.0,137.0,120.0,120.0,120.0,1.0,1200.0,2
2023-05-09 22:30:00,y2403-C-8900,y2403-C-8900,120.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,137.0,137.0,120.0,120.0,120.0,1.0,1200.0,2
2023-05-09 23:00:00,y2403-C-8900,y2403-C-8900,120.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,137.0,137.0,120.0,120.0,120.0,1.0,1200.0,2
2023-05-10 09:30:00,y2403-C-8900,y2403-C-8900,120.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,137.0,137.0,120.0,120.0,120.0,1.0,1200.0,2
2023-05-10 10:00:00,y2403-C-8900,y2403-C-8900,120.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,137.0,137.0,120.0,120.0,120.0,1.0,1200.0,2
2023-05-10 10:45:00,y2403-C-8900,y2403-C-8900,120.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,137.0,137.0,120.0,120.0,120.0,1.0,1200.0,2
2023-05-10 11:15:00,y2403-C-8900,y2403-C-8900,120.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,137.0,137.0,120.0,120.0,120.0,1.0,1200.0,2
2023-05-10 13:45:00,y2403-C-8900,y2403-C-8900,120.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,137.0,137.0,120.0,120.0,120.0,1.0,1200.0,2
2023-05-10 14:15:00,y2403-C-8900,y2403-C-8900,120.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,137.0,137.0,120.0,120.0,120.0,1.0,1200.0,2
2023-05-10 14:45:00,y2403-C-8900,y2403-C-8900,120.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,137.0,137.0,120.0,120.0,120.0,1.0,1200.0,2
2023-05-10 15:00:00,y2403-C-8900,y2403-C-8900,120.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,137.0,137.0,120.0,120.0,120.0,1.0,1200.0,2
