time,symbol_id,symbol_name,last,trade_volume,trade_amount,open_interest_change,open,high,low,close,yesterday_settlementprice,yesterday_close,today_open,today_high,today_low,volume,amount,open_interest
2023-05-10 21:30:00,i2311-C-970,i2311-C-970,4.8,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,0.0,3
2023-05-10 22:00:00,i2311-C-970,i2311-C-970,4.8,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,0.0,3
2023-05-10 22:30:00,i2311-C-970,i2311-C-970,4.8,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,0.0,3
2023-05-10 23:00:00,i2311-C-970,i2311-C-970,4.8,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,0.0,3
2023-05-11 09:30:00,i2311-C-970,i2311-C-970,4.8,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,0.0,3
2023-05-11 10:00:00,i2311-C-970,i2311-C-970,4.8,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,0.0,3
2023-05-11 10:45:00,i2311-C-970,i2311-C-970,4.8,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,0.0,3
2023-05-11 11:15:00,i2311-C-970,i2311-C-970,4.8,0.0,0.0,0.0,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,0.0,0.0,3
2023-05-11 13:45:00,i2311-C-970,i2311-C-970,2.6,2.0,510.0,1.0,2.5,2.6,2.5,4.8,4.8,4.8,2.5,2.6,2.5,2.0,510.0,4
2023-05-11 14:15:00,i2311-C-970,i2311-C-970,2.6,0.0,0.0,0.0,2.6,2.6,2.6,2.6,4.8,4.8,2.5,2.6,2.5,2.0,510.0,4
2023-05-11 14:45:00,i2311-C-970,i2311-C-970,2.6,0.0,0.0,0.0,2.6,2.6,2.6,2.6,4.8,4.8,2.5,2.6,2.5,2.0,510.0,4
2023-05-11 15:00:00,i2311-C-970,i2311-C-970,2.6,0.0,0.0,0.0,2.6,2.6,2.6,2.6,4.8,4.8,2.5,2.6,2.5,2.0,510.0,4
